,,,Up_SR,Down_SR,Up_TR,Down_TR
period1,sc01,t0552, 60.5 , 52.96 ,,
period1,sc01,t0553, 59.9 , 38.11 ,,
period1,sc01,t0554, 55 , 20.5 ,,
period1,sc01,t0555, 45.26 , 20.7 ,,
period1,sc01,t0556, 30.21 , 33.61 ,,
period1,sc01,t0557, 55 , 20.7 ,,
period1,sc01,t0558, 61 , 30.7 ,,
period1,sc01,t0559, 61 , 58.28 ,,
period1,sc01,t0560, 60.73 , 39.57 ,,
period1,sc01,t0561, 59.9 , 37.17 ,,
period1,sc01,t0562, 46.9 , 11.57 ,,
period1,sc01,t0563, 43.23 , 39.1 ,,
period1,sc01,t0564, 40.25 , 17 ,,
period1,sc01,t0565, 41.9 , 25 ,,
period1,sc01,t0566, 43 ,,,
period1,sc01,t0567, 0 , 5 ,,
period1,sc01,t0568, 43 , 5 ,,
period1,sc01,t0569, 59.81 , 5 ,,
period1,sc01,t0570, 60.41 , 44.8 ,,
period1,sc01,t0571, 60.41 , 43.65 ,,
period1,sc01,t0572, 60.41 , 53.5 ,,
period1,sc01,t0573, 60.73 , 31.9 ,,
period1,sc01,t0574, 59.81 , 37.5 ,,
period1,sc01,t0575, 50 , 39.5 ,,
period1,sc01,t0576, 43.2 , 1.96 ,,
period1,sc01,t0577, 47 , 1.96 ,,
period1,sc01,t0578, 36.35 , 31.61 ,,
period1,sc01,t0579, 39.9 , 38.1 ,,
period1,sc01,t0580, 41 , 1.97 ,,
period1,sc01,t0581, 48.01 , 22 ,,
period1,sc01,t0582, 60 , 21.9 ,,
period1,sc01,t0583, 62.65 , 31.9 ,,
period1,sc01,t0584, 59 , 37 ,,
period1,sc01,t0585, 45 , 18 ,,
period1,sc01,t0586, 55 , 20.1 ,,
period1,sc01,t0587, 51.4 , 2 ,,
period1,sc01,t0588, 42.9 , 0.82 ,,
period1,sc01,t0589, 5.58 , 0.1 ,,
period1,sc01,t0590, 5.1 , 0 ,,
period1,sc01,t0591, 7.85 ,,,
period1,sc01,t0592, 47.58 ,,,
period1,sc01,t0593, 52.51 , 1.72 ,,
period1,sc01,t0594, 61 , 40.12 ,,
period1,sc01,t0595, 61.41 , 11.51 ,,
period1,sc01,t0596, 60.65 , 32.6 ,,
period1,sc01,t0597, 59 , 39.32 ,,
period1,sc01,t0598, 57.21 , 35 ,,
period1,sc01,t0599, 55 , 27 ,,
period1,sc01,t0600, 55 , 25.5 ,,
period1,sc01,t0601, 54 , 39.32 ,,
period1,sc01,t0602, 48 , 23.02 ,,
period1,sc01,t0603, 29.54 , 0.82 ,,
period1,sc01,t0604, 51 , 11.93 ,,
period1,sc01,t0605, 50.43 , 38.08 ,,
period1,sc01,t0606, 43.9 , 1.72 ,,
period1,sc01,t0607, 56.9 , 23.85 ,,
period1,sc01,t0608, 50.7 , 37.2 ,,
period1,sc01,t0609, 50 , 36.98 ,,
period1,sc01,t0610, 41.73 , 31.1 ,,
period1,sc01,t0611, 41.73 , 5 ,,
period1,sc01,t0612, 47.1 , 0.82 ,,
period1,sc01,t0613, 47.1 , 0.82 ,,
period1,sc01,t0614, 46.43 , 0.87 ,,
period1,sc01,t0615, 52.51 , 28.89 ,,
period1,sc01,t0616, 52.33 , 30 ,,
period1,sc01,t0617, 61.13 , 56.38 ,,
period1,sc01,t0618, 60.73 , 39.46 ,,
period1,sc01,t0619, 60 , 39.5 ,,
period1,sc01,t0620, 59.93 , 55.35 ,,
period1,sc01,t0621, 60.53 , 57.01 ,,
period1,sc01,t0622, 60.81 , 54.85 ,,
period1,sc01,t0623, 61.13 , 43.1 ,,
period1,sc01,t0624, 60.73 , 54.03 ,,
period1,sc01,t0625, 59.3 , 53.52 ,,
period1,sc01,t0626, 53 , 37.76 ,,
period1,sc01,t0627, 50.45 , 35.5 ,,
period1,sc01,t0628, 54.97 , 27.76 ,,
period1,sc01,t0629, 46.32 , 36 ,,
period1,sc01,t0630, 59.5 , 42.11 ,,
period1,sc01,t0631, 59.03 , 43.24 ,,
period1,sc01,t0632, 57.75 , 37.76 ,,
period1,sc01,t0633, 58.9 , 55.8 ,,
period1,sc01,t0634, 58.86 , 50.1 ,,
period1,sc01,t0635, 60.14 , 55.2 ,,
period1,sc01,t0636, 61.11 , 55.2 ,,
period1,sc01,t0637, 61 , 55.19 ,,
period1,sc01,t0638, 43.62 , 36.3 ,,
period1,sc01,t0639, 54.9 , 51.6 ,,
period1,sc01,t0640, 45 , 40.43 ,,
period1,sc01,t0641, 59.57 , 37 ,,
period1,sc01,t0642, 60 , 36.62 ,,
period1,sc01,t0643, 58.3 , 55.37 ,,
period1,sc01,t0644, 59.9 , 55.25 ,,
period1,sc01,t0645, 59.57 , 48.1 ,,
period1,sc01,t0646, 59.49 , 48.1 ,,
period1,sc01,t0647, 58.9 , 36.3 ,,
period1,sc01,t0648, 57.9 , 51.68 ,,
period1,sc01,t0649, 58.3 , 36.5 ,,
period1,sc01,t0650, 53 , 35.9 ,,
period1,sc01,t0651, 54.92 , 35.9 ,,
period1,sc01,t0652, 55 , 36.5 ,,
period1,sc01,t0653, 55 , 41.31 ,,
period1,sc01,t0654, 55 , 37.27 ,,
period1,sc01,t0655, 53.32 , 33 ,,
period1,sc01,t0656, 48.14 , 56.73 ,,
period1,sc01,t0657, 46.9 , 37 ,,
period1,sc01,t0658, 44.57 , 37 ,,
period1,sc01,t0659, 44.5 , 37 ,,
period1,sc01,t0660, 44.57 , 23.02 ,,
period1,sc01,t0661, 45.9 , 31 ,,
period1,sc01,t0662, 46.14 , 20 ,,
period1,sc01,t0663, 45.5 , 30.1 ,,
period1,sc01,t0664, 45.25 , 1.97 ,,
period1,sc01,t0665, 48.75 , 0.82 ,,
period1,sc01,t0666, 46.84 , 11.95 ,,
period1,sc01,t0667, 52.39 , 35.87 ,,
period1,sc01,t0668, 46.84 , 39 ,,
period1,sc01,t0669, 46.84 , 38.11 ,,
period1,sc01,t0670, 46.84 , 51.82 ,,
period1,sc01,t0671, 44.9 , 35.9 ,,
period1,sc01,t0672, 46.11 , 35.9 ,,
period1,sc01,t0673, 45.32 , 31.56 ,,
period1,sc01,t0674, 51 , 35.9 ,,
period1,sc01,t0675, 47.37 , 37.32 ,,
period1,sc01,t0676, 54.65 , 36.36 ,,
period1,sc01,t0677, 0 , 36.36 ,,
period1,sc01,t0678, 56.08 , 38.65 ,,
period1,sc01,t0679, 52.32 , 36.99 ,,
period1,sc01,t0680, 56.9 , 45.33 ,,
period1,sc01,t0681, 48.9 , 37 ,,
period1,sc01,t0682, 52.49 , 37.52 ,,
period1,sc01,t0683, 56.86 , 37.52 ,,
period1,sc01,t0684, 58.3 , 54 ,,
period1,sc01,t0685, 62 , 44.94 ,,
period1,sc01,t0686, 63 , 48.16 ,,
period1,sc01,t0687, 59.24 , 43.38 ,,
period1,sc01,t0688, 60.6 , 52.3 ,,
period1,sc01,t0689, 59.89 , 48.1 ,,
period1,sc01,t0690, 55 , 51.7 ,,
period1,sc01,t0691, 56.49 , 51.7 ,,
period1,sc01,t0692, 59.47 , 52.3 ,,
period1,sc01,t0693, 60.01 , 59.23 ,,
period1,sc01,t0694, 58.59 , 56 ,,
period1,sc01,t0695, 59.05 , 47.92 ,,
period1,sc01,t0696, 54.6 , 53.35 ,,
period1,sc01,t0697, 50 , 51.97 ,,
period1,sc01,t0698, 54.32 , 52.3 ,,
period1,sc01,t0699, 57.83 , 50.1 ,,
period1,sc01,t0700, 56.22 , 51.1 ,,
period1,sc01,t0701, 57.47 , 54.1 ,,
period1,sc01,t0702, 60.81 , 51.7 ,,
period1,sc01,t0703, 56 , 51.1 ,,
period1,sc01,t0704, 59.23 , 57.73 ,,
period1,sc01,t0705, 45 , 45 ,,
period1,sc01,t0706, 45 , 45 ,,
period1,sc01,t0707, 10 , 10 ,,
period1,sc01,t0708, 10 , 10 ,,
period1,sc01,t0709, 10 , 10 ,,
period1,sc01,t0710, 10 , 10 ,,
period1,sc01,t0711, 10 , 10 ,,
period1,sc01,t0712, 10 , 10 ,,
period1,sc01,t0713, 45 , 45 ,,
period1,sc01,t0714, 45 , 45 ,,
period1,sc01,t0715, 45 , 45 ,,
period1,sc01,t0716, 45 , 45 ,,
period1,sc01,t0717, 45 , 45 ,,
period1,sc01,t0718, 45 , 45 ,,
period1,sc01,t0719, 45 , 45 ,,
period1,sc01,t0720, 45 , 45 ,,
period1,sc01,t0721, 45 , 45 ,,
period1,sc01,t0722, 45 , 45 ,,
period1,sc01,t0723, 45 , 45 ,,
period1,sc01,t0724, 45 , 45 ,,
period1,sc01,t0725, 45 , 45 ,,
period1,sc01,t0726, 45 , 45 ,,
period1,sc01,t0727, 45 , 45 ,,
period1,sc01,t0728, 45 , 45 ,,
period1,sc01,t0729, 45 , 45 ,,
period1,sc01,t0730, 45 , 45 ,,
period1,sc01,t0731, 10 , 10 ,,
period1,sc01,t0732, 10 , 10 ,,
period1,sc01,t0733, 10 , 10 ,,
period1,sc01,t0734, 10 , 10 ,,
period1,sc01,t0735, 10 , 10 ,,
period1,sc01,t0736, 10 , 10 ,,
period1,sc01,t0737, 45 , 45 ,,
period1,sc01,t0738, 45 , 45 ,,
period1,sc01,t0739, 45 , 45 ,,
period1,sc01,t0740, 45 , 45 ,,
period1,sc01,t0741, 45 , 45 ,,
period1,sc01,t0742, 45 , 45 ,,
period1,sc01,t0743, 45 , 45 ,,
period1,sc01,t0744, 45 , 45 ,,
period1,sc01,t0745, 45 , 45 ,,
period1,sc01,t0746, 45 , 45 ,,
period1,sc01,t0747, 45 , 45 ,,
period1,sc01,t0748, 45 , 45 ,,
period1,sc01,t0749, 45 , 45 ,,
period1,sc01,t0750, 45 , 45 ,,
period1,sc01,t0751, 45 , 45 ,,
period1,sc01,t0752, 45 , 45 ,,
period1,sc01,t0753, 45 , 45 ,,
period1,sc01,t0754, 45 , 45 ,,
period1,sc01,t0755, 10 , 10 ,,
period1,sc01,t0756, 10 , 10 ,,
period1,sc01,t0757, 10 , 10 ,,
period1,sc01,t0758, 10 , 10 ,,
period1,sc01,t0759, 10 , 10 ,,
period1,sc01,t0760, 10 , 10 ,,
period1,sc01,t0761, 45 , 45 ,,
period1,sc01,t0762, 45 , 45 ,,
period1,sc01,t0763, 45 , 45 ,,
period1,sc01,t0764, 45 , 45 ,,
period1,sc01,t0765, 45 , 45 ,,
period1,sc01,t0766, 45 , 45 ,,
period1,sc01,t0767, 45 , 45 ,,
period1,sc01,t0768, 45 , 45 ,,
period1,sc01,t0769, 45 , 45 ,,
period1,sc01,t0770, 45 , 45 ,,
period1,sc01,t0771, 45 , 45 ,,
period1,sc01,t0772, 45 , 45 ,,
period1,sc01,t0773, 45 , 45 ,,
period1,sc01,t0774, 45 , 45 ,,
period1,sc01,t0775, 45 , 45 ,,
period1,sc01,t0776, 45 , 45 ,,
period1,sc01,t0777, 45 , 45 ,,
period1,sc01,t0778, 45 , 45 ,,
period1,sc01,t0779, 10 , 10 ,,
period1,sc01,t0780, 10 , 10 ,,
period1,sc01,t0781, 10 , 10 ,,
period1,sc01,t0782, 10 , 10 ,,
period1,sc01,t0783, 10 , 10 ,,
period1,sc01,t0784, 10 , 10 ,,
period1,sc01,t0785, 45 , 45 ,,
period1,sc01,t0786, 45 , 45 ,,
period1,sc01,t0787, 45 , 45 ,,
period1,sc01,t0788, 45 , 45 ,,
period1,sc01,t0789, 45 , 45 ,,
period1,sc01,t0790, 45 , 45 ,,
period1,sc01,t0791, 45 , 45 ,,
period1,sc01,t0792, 45 , 45 ,,
period1,sc01,t0793, 45 , 45 ,,
period1,sc01,t0794, 45 , 45 ,,
period1,sc01,t0795, 45 , 45 ,,
period1,sc01,t0796, 45 , 45 ,,
period1,sc01,t0797, 45 , 45 ,,
period1,sc01,t0798, 45 , 45 ,,
period1,sc01,t0799, 45 , 45 ,,
period1,sc01,t0800, 45 , 45 ,,
period1,sc01,t0801, 45 , 45 ,,
period1,sc01,t0802, 45 , 45 ,,
period1,sc01,t0803, 10 , 10 ,,
period1,sc01,t0804, 10 , 10 ,,
period1,sc01,t0805, 10 , 10 ,,
period1,sc01,t0806, 10 , 10 ,,
period1,sc01,t0807, 10 , 10 ,,
period1,sc01,t0808, 10 , 10 ,,
period1,sc01,t0809, 45 , 45 ,,
period1,sc01,t0810, 45 , 45 ,,
period1,sc01,t0811, 45 , 45 ,,
period1,sc01,t0812, 45 , 45 ,,
period1,sc01,t0813, 45 , 45 ,,
period1,sc01,t0814, 45 , 45 ,,
period1,sc01,t0815, 45 , 45 ,,
period1,sc01,t0816, 45 , 45 ,,
period1,sc01,t0817, 45 , 45 ,,
period1,sc01,t0818, 45 , 45 ,,
period1,sc01,t0819, 45 , 45 ,,
period1,sc01,t0820, 45 , 45 ,,
period1,sc01,t0821, 45 , 45 ,,
period1,sc01,t0822, 45 , 45 ,,
period1,sc01,t0823, 45 , 45 ,,
period1,sc01,t0824, 45 , 45 ,,
period1,sc01,t0825, 45 , 45 ,,
period1,sc01,t0826, 45 , 45 ,,
period1,sc01,t0827, 10 , 10 ,,
period1,sc01,t0828, 10 , 10 ,,
period1,sc01,t0829, 10 , 10 ,,
period1,sc01,t0830, 10 , 10 ,,
period1,sc01,t0831, 10 , 10 ,,
period1,sc01,t0832, 10 , 10 ,,
period1,sc01,t0833, 45 , 45 ,,
period1,sc01,t0834, 45 , 45 ,,
period1,sc01,t0835, 45 , 45 ,,
period1,sc01,t0836, 45 , 45 ,,
period1,sc01,t0837, 45 , 45 ,,
period1,sc01,t0838, 45 , 45 ,,
period1,sc01,t0839, 45 , 45 ,,
period1,sc01,t0840, 45 , 45 ,,
period1,sc01,t0841, 45 , 45 ,,
period1,sc01,t0842, 45 , 45 ,,
period1,sc01,t0843, 45 , 45 ,,
period1,sc01,t0844, 45 , 45 ,,
period1,sc01,t0845, 45 , 45 ,,
period1,sc01,t0846, 45 , 45 ,,
period1,sc01,t0847, 45 , 45 ,,
period1,sc01,t0848, 45 , 45 ,,
period1,sc01,t0849, 45 , 45 ,,
period1,sc01,t0850, 45 , 45 ,,
period1,sc01,t0851, 10 , 10 ,,
period1,sc01,t0852, 10 , 10 ,,
period1,sc01,t0853, 10 , 10 ,,
period1,sc01,t0854, 10 , 10 ,,
period1,sc01,t0855, 10 , 10 ,,
period1,sc01,t0856, 10 , 10 ,,
period1,sc01,t0857, 45 , 45 ,,
period1,sc01,t0858, 45 , 45 ,,
period1,sc01,t0859, 45 , 45 ,,
period1,sc01,t0860, 45 , 45 ,,
period1,sc01,t0861, 45 , 45 ,,
period1,sc01,t0862, 45 , 45 ,,
period1,sc01,t0863, 45 , 45 ,,
period1,sc01,t0864, 45 , 45 ,,
period1,sc01,t0865, 45 , 45 ,,
period1,sc01,t0866, 45 , 45 ,,
period1,sc01,t0867, 45 , 45 ,,
period1,sc01,t0868, 45 , 45 ,,
period1,sc01,t0869, 45 , 45 ,,
period1,sc01,t0870, 45 , 45 ,,
period1,sc01,t0871, 45 , 45 ,,
period1,sc01,t0872, 45 , 45 ,,
period1,sc01,t0873, 45 , 45 ,,
period1,sc01,t0874, 45 , 45 ,,
period1,sc01,t0875, 10 , 10 ,,
period1,sc01,t0876, 10 , 10 ,,
period1,sc01,t0877, 10 , 10 ,,
period1,sc01,t0878, 10 , 10 ,,
period1,sc01,t0879, 10 , 10 ,,
period1,sc01,t0880, 10 , 10 ,,
period1,sc01,t0881, 45 , 45 ,,
period1,sc01,t0882, 45 , 45 ,,
period1,sc01,t0883, 45 , 45 ,,
period1,sc01,t0884, 45 , 45 ,,
period1,sc01,t0885, 45 , 45 ,,
period1,sc01,t0886, 45 , 45 ,,
period1,sc01,t0887, 45 , 45 ,,
period1,sc01,t0888, 45 , 45 ,,
period1,sc01,t0889, 45 , 45 ,,
period1,sc01,t0890, 45 , 45 ,,
period1,sc01,t0891, 45 , 45 ,,
period1,sc01,t0892, 45 , 45 ,,
period1,sc01,t0893, 45 , 45 ,,
period1,sc01,t0894, 45 , 45 ,,
period1,sc01,t0895, 45 , 45 ,,
period1,sc01,t0896, 45 , 45 ,,
period1,sc01,t0897, 45 , 45 ,,
period1,sc01,t0898, 45 , 45 ,,
period1,sc01,t0899, 10 , 10 ,,
period1,sc01,t0900, 10 , 10 ,,
period1,sc01,t0901, 10 , 10 ,,
period1,sc01,t0902, 10 , 10 ,,
period1,sc01,t0903, 10 , 10 ,,
period1,sc01,t0904, 10 , 10 ,,
period1,sc01,t0905, 45 , 45 ,,
period1,sc01,t0906, 45 , 45 ,,
period1,sc01,t0907, 45 , 45 ,,
period1,sc01,t0908, 45 , 45 ,,
period1,sc01,t0909, 45 , 45 ,,
period1,sc01,t0910, 45 , 45 ,,
period1,sc01,t0911, 45 , 45 ,,
period1,sc01,t0912, 45 , 45 ,,
period1,sc01,t0913, 45 , 45 ,,
period1,sc01,t0914, 45 , 45 ,,
period1,sc01,t0915, 45 , 45 ,,
period1,sc01,t0916, 45 , 45 ,,
period1,sc01,t0917, 45 , 45 ,,
period1,sc01,t0918, 45 , 45 ,,
period1,sc01,t0919, 45 , 45 ,,
period1,sc01,t0920, 45 , 45 ,,
period1,sc01,t0921, 45 , 45 ,,
period1,sc01,t0922, 45 , 45 ,,
period1,sc01,t0923, 10 , 10 ,,
period1,sc01,t0924, 10 , 10 ,,
period1,sc01,t0925, 10 , 10 ,,
period1,sc01,t0926, 10 , 10 ,,
period1,sc01,t0927, 10 , 10 ,,
period1,sc01,t0928, 10 , 10 ,,
period1,sc01,t0929, 45 , 45 ,,
period1,sc01,t0930, 45 , 45 ,,
period1,sc01,t0931, 45 , 45 ,,
period1,sc01,t0932, 45 , 45 ,,
period1,sc01,t0933, 45 , 45 ,,
period1,sc01,t0934, 45 , 45 ,,
period1,sc01,t0935, 45 , 45 ,,
period1,sc01,t0936, 45 , 45 ,,
period1,sc01,t0937, 45 , 45 ,,
period1,sc01,t0938, 45 , 45 ,,
period1,sc01,t0939, 45 , 45 ,,
period1,sc01,t0940, 45 , 45 ,,
period1,sc01,t0941, 45 , 45 ,,
period1,sc01,t0942, 45 , 45 ,,
period1,sc01,t0943, 45 , 45 ,,
period1,sc01,t0944, 45 , 45 ,,
period1,sc01,t0945, 45 , 45 ,,
period1,sc01,t0946, 45 , 45 ,,
period1,sc01,t0947, 10 , 10 ,,
period1,sc01,t0948, 10 , 10 ,,
period1,sc01,t0949, 10 , 10 ,,
period1,sc01,t0950, 10 , 10 ,,
period1,sc01,t0951, 10 , 10 ,,
period1,sc01,t0952, 10 , 10 ,,
period1,sc01,t0953, 45 , 45 ,,
period1,sc01,t0954, 45 , 45 ,,
period1,sc01,t0955, 45 , 45 ,,
period1,sc01,t0956, 45 , 45 ,,
period1,sc01,t0957, 45 , 45 ,,
period1,sc01,t0958, 45 , 45 ,,
period1,sc01,t0959, 45 , 45 ,,
period1,sc01,t0960, 45 , 45 ,,
period1,sc01,t0961, 45 , 45 ,,
period1,sc01,t0962, 45 , 45 ,,
period1,sc01,t0963, 45 , 45 ,,
period1,sc01,t0964, 45 , 45 ,,
period1,sc01,t0965, 45 , 45 ,,
period1,sc01,t0966, 45 , 45 ,,
period1,sc01,t0967, 45 , 45 ,,
period1,sc01,t0968, 45 , 45 ,,
period1,sc01,t0969, 45 , 45 ,,
period1,sc01,t0970, 45 , 45 ,,
period1,sc01,t0971, 10 , 10 ,,
period1,sc01,t0972, 10 , 10 ,,
period1,sc01,t0973, 10 , 10 ,,
period1,sc01,t0974, 10 , 10 ,,
period1,sc01,t0975, 10 , 10 ,,
period1,sc01,t0976, 10 , 10 ,,
period1,sc01,t0977, 45 , 45 ,,
period1,sc01,t0978, 45 , 45 ,,
period1,sc01,t0979, 45 , 45 ,,
period1,sc01,t0980, 45 , 45 ,,
period1,sc01,t0981, 45 , 45 ,,
period1,sc01,t0982, 45 , 45 ,,
period1,sc01,t0983, 45 , 45 ,,
period1,sc01,t0984, 45 , 45 ,,
period1,sc01,t0985, 45 , 45 ,,
period1,sc01,t0986, 45 , 45 ,,
period1,sc01,t0987, 45 , 45 ,,
period1,sc01,t0988, 45 , 45 ,,
period1,sc01,t0989, 45 , 45 ,,
period1,sc01,t0990, 45 , 45 ,,
period1,sc01,t0991, 45 , 45 ,,
period1,sc01,t0992, 45 , 45 ,,
period1,sc01,t0993, 45 , 45 ,,
period1,sc01,t0994, 45 , 45 ,,
period1,sc01,t0995, 10 , 10 ,,
period1,sc01,t0996, 10 , 10 ,,
period1,sc01,t0997, 10 , 10 ,,
period1,sc01,t0998, 10 , 10 ,,
period1,sc01,t0999, 10 , 10 ,,
period1,sc01,t1000, 10 , 10 ,,
period1,sc01,t1001, 45 , 45 ,,
period1,sc01,t1002, 45 , 45 ,,
period1,sc01,t1003, 45 , 45 ,,
period1,sc01,t1004, 45 , 45 ,,
period1,sc01,t1005, 45 , 45 ,,
period1,sc01,t1006, 45 , 45 ,,
period1,sc01,t1007, 45 , 45 ,,
period1,sc01,t1008, 45 , 45 ,,
period1,sc01,t1009, 45 , 45 ,,
period1,sc01,t1010, 45 , 45 ,,
period1,sc01,t1011, 45 , 45 ,,
period1,sc01,t1012, 45 , 45 ,,
period1,sc01,t1013, 45 , 45 ,,
period1,sc01,t1014, 45 , 45 ,,
period1,sc01,t1015, 45 , 45 ,,
period1,sc01,t1016, 45 , 45 ,,
period1,sc01,t1017, 45 , 45 ,,
period1,sc01,t1018, 45 , 45 ,,
period1,sc01,t1019, 10 , 10 ,,
period1,sc01,t1020, 10 , 10 ,,
period1,sc01,t1021, 10 , 10 ,,
period1,sc01,t1022, 10 , 10 ,,
period1,sc01,t1023, 10 , 10 ,,
period1,sc01,t1024, 10 , 10 ,,
period1,sc01,t1025, 45 , 45 ,,
period1,sc01,t1026, 45 , 45 ,,
period1,sc01,t1027, 45 , 45 ,,
period1,sc01,t1028, 45 , 45 ,,
period1,sc01,t1029, 45 , 45 ,,
period1,sc01,t1030, 45 , 45 ,,
period1,sc01,t1031, 45 , 45 ,,
period1,sc01,t1032, 45 , 45 ,,
period1,sc01,t1033, 45 , 45 ,,
period1,sc01,t1034, 45 , 45 ,,
period1,sc01,t1035, 45 , 45 ,,
period1,sc01,t1036, 45 , 45 ,,
period1,sc01,t1037, 45 , 45 ,,
period1,sc01,t1038, 45 , 45 ,,
period1,sc01,t1039, 45 , 45 ,,
period1,sc01,t1040, 45 , 45 ,,
period1,sc01,t1041, 45 , 45 ,,
period1,sc01,t1042, 45 , 45 ,,
period1,sc01,t1043, 10 , 10 ,,
period1,sc01,t1044, 10 , 10 ,,
period1,sc01,t1045, 10 , 10 ,,
period1,sc01,t1046, 10 , 10 ,,
period1,sc01,t1047, 10 , 10 ,,
period1,sc01,t1048, 10 , 10 ,,
period1,sc01,t1049, 45 , 45 ,,
period1,sc01,t1050, 45 , 45 ,,
period1,sc01,t1051, 45 , 45 ,,
period1,sc01,t1052, 45 , 45 ,,
period1,sc01,t1053, 45 , 45 ,,
period1,sc01,t1054, 45 , 45 ,,
period1,sc01,t1055, 45 , 45 ,,
period1,sc01,t1056, 45 , 45 ,,
period1,sc01,t1057, 45 , 45 ,,
period1,sc01,t1058, 45 , 45 ,,
period1,sc01,t1059, 45 , 45 ,,
period1,sc01,t1060, 45 , 45 ,,
period1,sc01,t1061, 45 , 45 ,,
period1,sc01,t1062, 45 , 45 ,,
period1,sc01,t1063, 45 , 45 ,,
period1,sc01,t1064, 45 , 45 ,,
period1,sc01,t1065, 45 , 45 ,,
period1,sc01,t1066, 45 , 45 ,,
period1,sc01,t1067, 10 , 10 ,,
period1,sc01,t1068, 10 , 10 ,,
period1,sc01,t1069, 10 , 10 ,,
period1,sc01,t1070, 10 , 10 ,,
period1,sc01,t1071, 10 , 10 ,,
period1,sc01,t1072, 10 , 10 ,,
period1,sc01,t1073, 45 , 45 ,,
period1,sc01,t1074, 45 , 45 ,,
period1,sc01,t1075, 45 , 45 ,,
period1,sc01,t1076, 45 , 45 ,,
period1,sc01,t1077, 45 , 45 ,,
period1,sc01,t1078, 45 , 45 ,,
period1,sc01,t1079, 45 , 45 ,,
period1,sc01,t1080, 45 , 45 ,,
period1,sc01,t1081, 45 , 45 ,,
period1,sc01,t1082, 45 , 45 ,,
period1,sc01,t1083, 45 , 45 ,,
period1,sc01,t1084, 45 , 45 ,,
period1,sc01,t1085, 45 , 45 ,,
period1,sc01,t1086, 45 , 45 ,,
period1,sc01,t1087, 45 , 45 ,,
period1,sc01,t1088, 45 , 45 ,,
period1,sc01,t1089, 45 , 45 ,,
period1,sc01,t1090, 45 , 45 ,,
period1,sc01,t1091, 10 , 10 ,,
period1,sc01,t1092, 10 , 10 ,,
period1,sc01,t1093, 10 , 10 ,,
period1,sc01,t1094, 10 , 10 ,,
period1,sc01,t1095, 10 , 10 ,,
period1,sc01,t1096, 10 , 10 ,,
period1,sc01,t1097, 45 , 45 ,,
period1,sc01,t1098, 45 , 45 ,,
period1,sc01,t1099, 45 , 45 ,,
period1,sc01,t1100, 45 , 45 ,,
period1,sc01,t1101, 45 , 45 ,,
period1,sc01,t1102, 45 , 45 ,,
period1,sc01,t1103, 45 , 45 ,,
period1,sc01,t1104, 45 , 45 ,,
period1,sc01,t1105, 45 , 45 ,,
period1,sc01,t1106, 45 , 45 ,,
period1,sc01,t1107, 45 , 45 ,,
period1,sc01,t1108, 45 , 45 ,,
period1,sc01,t1109, 45 , 45 ,,
period1,sc01,t1110, 45 , 45 ,,
period1,sc01,t1111, 45 , 45 ,,
period1,sc01,t1112, 45 , 45 ,,
period1,sc01,t1113, 45 , 45 ,,
period1,sc01,t1114, 45 , 45 ,,
period1,sc01,t1115, 10 , 10 ,,
period1,sc01,t1116, 10 , 10 ,,
period1,sc01,t1117, 10 , 10 ,,
period1,sc01,t1118, 10 , 10 ,,
period1,sc01,t1119, 10 , 10 ,,
period1,sc01,t1120, 10 , 10 ,,
period1,sc01,t1121, 45 , 45 ,,
period1,sc01,t1122, 45 , 45 ,,
period1,sc01,t1123, 45 , 45 ,,
period1,sc01,t1124, 45 , 45 ,,
period1,sc01,t1125, 45 , 45 ,,
period1,sc01,t1126, 45 , 45 ,,
period1,sc01,t1127, 45 , 45 ,,
period1,sc01,t1128, 45 , 45 ,,
period1,sc01,t1129, 45 , 45 ,,
period1,sc01,t1130, 45 , 45 ,,
period1,sc01,t1131, 45 , 45 ,,
period1,sc01,t1132, 45 , 45 ,,
period1,sc01,t1133, 45 , 45 ,,
period1,sc01,t1134, 45 , 45 ,,
period1,sc01,t1135, 45 , 45 ,,
period1,sc01,t1136, 45 , 45 ,,
period1,sc01,t1137, 45 , 45 ,,
period1,sc01,t1138, 45 , 45 ,,
period1,sc01,t1139, 10 , 10 ,,
period1,sc01,t1140, 10 , 10 ,,
period1,sc01,t1141, 10 , 10 ,,
period1,sc01,t1142, 10 , 10 ,,
period1,sc01,t1143, 10 , 10 ,,
period1,sc01,t1144, 10 , 10 ,,
period1,sc01,t1145, 45 , 45 ,,
period1,sc01,t1146, 45 , 45 ,,
period1,sc01,t1147, 45 , 45 ,,
period1,sc01,t1148, 45 , 45 ,,
period1,sc01,t1149, 45 , 45 ,,
period1,sc01,t1150, 45 , 45 ,,
period1,sc01,t1151, 45 , 45 ,,
period1,sc01,t1152, 45 , 45 ,,
period1,sc01,t1153, 45 , 45 ,,
period1,sc01,t1154, 45 , 45 ,,
period1,sc01,t1155, 45 , 45 ,,
period1,sc01,t1156, 45 , 45 ,,
period1,sc01,t1157, 45 , 45 ,,
period1,sc01,t1158, 45 , 45 ,,
period1,sc01,t1159, 45 , 45 ,,
period1,sc01,t1160, 45 , 45 ,,
period1,sc01,t1161, 45 , 45 ,,
period1,sc01,t1162, 45 , 45 ,,
period1,sc01,t1163, 10 , 10 ,,
period1,sc01,t1164, 10 , 10 ,,
